,index,Filename,Date,JDate,Julian,TTR,WordCount,UniqueWords,MLU,",",.,:,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PRP,PRP$,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,'',POS,``,PDT,WP$,$,FW,SYM,Nouns,Nouns/100,NounsNormalised,Adjectives,Adjectives/100,AdjectivesNormalised,Adverbs,Adverbs/100,AdverbsNormalised,Verbs,Verbs/100,VerbsNormalised
42,42,Bush - Speech44 - Edited.txt,03/05/1990,1990-05-03,2448014.5,0.22412993039443155,4310.0,966.0,16.408163265306122,215.0,294.0,48.0,201.0,20.0,467.0,31.0,466.0,190.0,8.0,3.0,97.0,451.0,186.0,14.0,118.0,450.0,55.0,267.0,3.0,1.0,22.0,158.0,8.0,274.0,91.0,94.0,96.0,245.0,156.0,28.0,28.0,22.0,1.0,8.0,1.0,4.0,0.0,0.0,3.0,0.0,769.0,7.69,0.17842227378190256,201.0,2.01,0.04663573085846868,271.0,2.71,0.06287703016241299,956.0,9.56,0.22180974477958237
43,43,Bush - Speech45 - Edited.txt,16/05/1990,1990-05-16,2448027.5,0.2470362063441205,3121.0,771.0,19.3,168.0,180.0,47.0,160.0,18.0,324.0,18.0,318.0,153.0,6.0,1.0,71.0,290.0,107.0,13.0,122.0,326.0,21.0,241.0,3.0,1.0,20.0,113.0,6.0,198.0,65.0,74.0,51.0,187.0,98.0,17.0,30.0,20.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,532.0,5.32,0.17045818647869274,160.0,1.6,0.0512656199935918,245.0,2.45,0.07850048061518744,673.0,6.73,0.2156360140980455
44,44,Bush - Speech46 - Edited.txt,24/05/1990,1990-05-24,2448035.5,0.23478260869565215,3335.0,783.0,17.004587155963304,153.0,218.0,44.0,139.0,15.0,341.0,17.0,337.0,144.0,7.0,2.0,66.0,316.0,136.0,9.0,117.0,380.0,22.0,247.0,6.0,2.0,14.0,113.0,5.0,206.0,72.0,80.0,71.0,218.0,128.0,19.0,26.0,24.0,1.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,578.0,5.78,0.17331334332833584,153.0,1.53,0.045877061469265366,255.0,2.55,0.07646176911544228,775.0,7.75,0.23238380809595202
45,45,Bush - Speech47 - Edited.txt,03/06/1990,1990-06-03,2448045.5,0.29753015508328545,1741.0,518.0,20.92391304347826,90.0,92.0,24.0,77.0,8.0,217.0,6.0,208.0,93.0,3.0,5.0,24.0,204.0,100.0,17.0,63.0,153.0,21.0,87.0,5.0,3.0,2.0,59.0,1.0,82.0,30.0,27.0,42.0,95.0,58.0,8.0,6.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,384.0,3.84,0.2205628948879954,101.0,1.01,0.058012636415852956,95.0,0.95,0.05456634118322803,334.0,3.34,0.19184376794945435
46,46,Bush - Speech48 - Edited.txt,13/06/1990,1990-06-13,2448055.5,0.2889214250854075,2049.0,592.0,19.568965517241377,101.0,116.0,23.0,81.0,21.0,214.0,11.0,232.0,114.0,4.0,2.0,52.0,194.0,83.0,3.0,75.0,222.0,14.0,160.0,1.0,1.0,18.0,60.0,0.0,118.0,31.0,33.0,50.0,142.0,52.0,14.0,13.0,11.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,355.0,3.55,0.17325524646168863,120.0,1.2,0.05856515373352855,162.0,1.62,0.07906295754026355,426.0,4.26,0.20790629575402636
47,47,Bush - Speech49 - Edited.txt,20/06/1990,1990-06-20,2448062.5,0.2567699836867863,3065.0,787.0,20.11904761904762,140.0,168.0,33.0,144.0,17.0,318.0,14.0,346.0,154.0,2.0,2.0,63.0,324.0,126.0,12.0,97.0,308.0,42.0,215.0,6.0,1.0,8.0,112.0,5.0,174.0,70.0,55.0,84.0,180.0,101.0,19.0,23.0,11.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,559.0,5.59,0.18238172920065251,158.0,1.58,0.05154975530179445,222.0,2.22,0.07243066884176183,664.0,6.64,0.2166394779771615
48,48,Bush - Speech50 - Edited.txt,29/06/1990,1990-06-29,2448071.5,0.1991160220994475,4525.0,901.0,18.30545454545455,224.0,275.0,63.0,241.0,34.0,451.0,12.0,446.0,226.0,19.0,2.0,96.0,471.0,102.0,17.0,169.0,488.0,42.0,310.0,9.0,3.0,22.0,159.0,8.0,273.0,100.0,111.0,94.0,289.0,152.0,33.0,48.0,31.0,1.0,9.0,1.0,2.0,0.0,1.0,0.0,0.0,759.0,7.59,0.16773480662983425,247.0,2.47,0.05458563535911602,322.0,3.22,0.07116022099447514,1019.0,10.19,0.22519337016574587
49,49,Bush - Speech51 - Edited.txt,06/07/1990,1990-07-06,2448078.5,0.2298578199052133,3376.0,776.0,20.585635359116022,164.0,181.0,32.0,128.0,15.0,352.0,12.0,421.0,153.0,3.0,0.0,82.0,328.0,212.0,17.0,154.0,328.0,40.0,236.0,6.0,2.0,13.0,115.0,1.0,176.0,50.0,52.0,89.0,201.0,94.0,24.0,21.0,13.0,0.0,5.0,0.0,2.0,0.0,1.0,3.0,0.0,711.0,7.11,0.2106042654028436,156.0,1.56,0.0462085308056872,244.0,2.44,0.07227488151658767,662.0,6.62,0.19609004739336494
50,50,Bush - Speech52 - Edited.txt,11/07/1990,1990-07-11,2448083.5,0.2211249463288965,4658.0,1030.0,20.28174603174603,197.0,252.0,76.0,227.0,22.0,481.0,18.0,554.0,238.0,6.0,8.0,100.0,452.0,179.0,17.0,170.0,499.0,46.0,355.0,9.0,1.0,19.0,147.0,0.0,272.0,103.0,93.0,83.0,277.0,120.0,16.0,35.0,25.0,2.0,3.0,2.0,4.0,2.0,1.0,0.0,0.0,818.0,8.18,0.17561185057964793,252.0,2.52,0.054100472305710606,365.0,3.65,0.07835981107771575,948.0,9.48,0.20352082438814942
51,51,Bush - Speech53 - Edited.txt,08/08/1990,1990-08-08,2448111.5,0.2891352549889135,2255.0,652.0,17.205479452054792,109.0,146.0,29.0,80.0,8.0,221.0,27.0,254.0,132.0,5.0,0.0,68.0,221.0,96.0,8.0,73.0,221.0,18.0,186.0,2.0,0.0,9.0,76.0,5.0,150.0,36.0,47.0,58.0,129.0,58.0,8.0,20.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,398.0,3.98,0.17649667405764966,137.0,1.37,0.06075388026607539,188.0,1.88,0.08337028824833703,478.0,4.78,0.21197339246119734
52,52,Bush - Speech54 - Edited.txt,14/08/1990,1990-08-14,2448117.5,0.2514932411191449,3181.0,800.0,18.22680412371134,150.0,194.0,54.0,138.0,30.0,351.0,13.0,317.0,130.0,6.0,5.0,74.0,292.0,125.0,15.0,93.0,374.0,26.0,238.0,6.0,1.0,17.0,121.0,3.0,219.0,93.0,67.0,42.0,178.0,92.0,15.0,24.0,18.0,0.0,10.0,0.0,1.0,0.0,4.0,0.0,0.0,525.0,5.25,0.16504243948443886,141.0,1.41,0.044325683747249295,245.0,2.45,0.07701980509273813,691.0,6.91,0.2172272870166614
53,53,Bush - Speech55 - Edited.txt,16/08/1990,1990-08-16,2448119.5,0.3146551724137931,1392.0,438.0,22.761194029850746,66.0,67.0,25.0,56.0,5.0,151.0,8.0,170.0,61.0,1.0,1.0,29.0,133.0,51.0,3.0,55.0,149.0,12.0,88.0,1.0,0.0,0.0,50.0,1.0,87.0,37.0,25.0,48.0,71.0,43.0,15.0,6.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,242.0,2.42,0.17385057471264367,63.0,0.63,0.04525862068965517,89.0,0.89,0.0639367816091954,311.0,3.11,0.22341954022988506
54,54,Bush - Speech56 - Edited.txt,22/08/1990,1990-08-22,2448125.5,0.2636511817440913,2454.0,647.0,18.335570469798654,122.0,149.0,36.0,105.0,11.0,243.0,17.0,249.0,126.0,10.0,3.0,66.0,248.0,126.0,14.0,81.0,244.0,14.0,174.0,5.0,1.0,13.0,87.0,8.0,147.0,37.0,58.0,58.0,158.0,72.0,12.0,16.0,12.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,469.0,4.69,0.1911165444172779,139.0,1.39,0.05664221678891605,180.0,1.8,0.07334963325183375,530.0,5.3,0.21597392013039934
55,55,Bush - Speech57 - Edited.txt,30/08/1990,1990-08-30,2448133.5,0.26436319807151465,2489.0,658.0,18.716216216216214,129.0,148.0,34.0,106.0,12.0,239.0,14.0,267.0,129.0,4.0,2.0,63.0,234.0,85.0,7.0,92.0,267.0,26.0,212.0,2.0,3.0,11.0,80.0,1.0,150.0,51.0,52.0,65.0,151.0,83.0,17.0,22.0,5.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,418.0,4.18,0.16793893129770993,135.0,1.35,0.05423865006026517,217.0,2.17,0.08718360787464845,552.0,5.52,0.2217758135797509
56,56,Bush - Speech58 - Edited.txt,09/09/1990,1990-09-09,2448143.5,0.2686993806574559,2099.0,564.0,20.460176991150448,99.0,113.0,22.0,91.0,9.0,234.0,13.0,256.0,129.0,4.0,4.0,53.0,197.0,135.0,21.0,67.0,194.0,26.0,130.0,1.0,2.0,4.0,72.0,0.0,124.0,40.0,32.0,44.0,96.0,69.0,9.0,7.0,10.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,420.0,4.2,0.20009528346831826,137.0,1.37,0.06526917579799904,133.0,1.33,0.06336350643163412,405.0,4.05,0.19294902334444974
57,57,Bush - Speech59 - Edited.txt,21/09/1990,1990-09-21,2448155.5,0.2741219216794509,2477.0,679.0,17.645569620253166,150.0,158.0,28.0,94.0,19.0,255.0,12.0,253.0,119.0,5.0,2.0,69.0,241.0,86.0,9.0,92.0,287.0,33.0,171.0,5.0,0.0,14.0,88.0,1.0,151.0,52.0,79.0,32.0,136.0,95.0,21.0,13.0,13.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,428.0,4.28,0.1727896649172386,126.0,1.26,0.050867985466289865,176.0,1.76,0.07105369398465886,545.0,5.45,0.22002422285022205
58,58,Bush - Speech60 - Edited.txt,06/10/1990,1990-10-06,2448170.5,0.2200488997555012,2863.0,630.0,16.024875621890548,147.0,201.0,49.0,133.0,9.0,325.0,10.0,247.0,142.0,5.0,0.0,70.0,302.0,68.0,10.0,76.0,317.0,26.0,188.0,1.0,3.0,17.0,102.0,11.0,216.0,52.0,59.0,54.0,180.0,108.0,18.0,28.0,23.0,6.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,456.0,4.56,0.159273489346839,147.0,1.47,0.05134474327628362,192.0,1.92,0.067062521830248,669.0,6.69,0.23367097450227034
59,59,Bush - Speech61 - Edited.txt,09/10/1990,1990-10-09,2448173.5,0.21798365122615804,4404.0,960.0,17.84115523465704,256.0,277.0,58.0,201.0,20.0,447.0,22.0,448.0,175.0,14.0,2.0,84.0,420.0,154.0,9.0,152.0,501.0,31.0,375.0,8.0,1.0,25.0,141.0,9.0,297.0,129.0,94.0,91.0,261.0,121.0,18.0,57.0,31.0,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,735.0,7.35,0.16689373297002724,191.0,1.91,0.04336966394187103,384.0,3.84,0.08719346049046321,993.0,9.93,0.22547683923705722
60,60,Bush - Speech62 - Edited.txt,01/11/1990,1990-11-01,2448196.5,0.20831283817019186,4066.0,847.0,19.809734513274336,179.0,226.0,68.0,196.0,21.0,395.0,32.0,443.0,210.0,8.0,0.0,93.0,352.0,161.0,17.0,148.0,462.0,44.0,278.0,8.0,0.0,30.0,113.0,3.0,232.0,62.0,93.0,82.0,312.0,125.0,22.0,25.0,29.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,678.0,6.78,0.16674864731923267,218.0,2.18,0.05361534677816036,286.0,2.86,0.07033939990162322,906.0,9.06,0.22282341367437286
61,61,Bush - Speech63 - Edited.txt,08/11/1990,1990-11-08,2448203.5,0.2823244552058111,2065.0,583.0,21.185185185185187,114.0,108.0,20.0,95.0,9.0,226.0,9.0,239.0,96.0,5.0,2.0,52.0,188.0,109.0,7.0,74.0,218.0,27.0,149.0,0.0,0.0,11.0,68.0,1.0,106.0,36.0,35.0,48.0,109.0,84.0,13.0,15.0,8.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,378.0,3.78,0.18305084745762712,103.0,1.03,0.049878934624697335,149.0,1.49,0.07215496368038742,418.0,4.18,0.20242130750605328
62,62,Bush - Speech64 - Edited.txt,30/11/1990,1990-11-30,2448225.5,0.2400616332819723,3245.0,779.0,16.901869158878505,151.0,214.0,37.0,124.0,28.0,342.0,19.0,336.0,160.0,3.0,9.0,79.0,323.0,142.0,18.0,111.0,336.0,25.0,210.0,2.0,1.0,13.0,126.0,6.0,217.0,51.0,53.0,72.0,203.0,121.0,17.0,36.0,21.0,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,594.0,5.94,0.18305084745762712,172.0,1.72,0.05300462249614792,213.0,2.13,0.06563944530046224,717.0,7.17,0.2209553158705701
63,63,Bush - Speech65 - Edited.txt,18/12/1990,1990-12-18,2448243.5,0.2318768619662364,4028.0,934.0,19.84070796460177,227.0,226.0,60.0,196.0,35.0,438.0,15.0,427.0,224.0,4.0,11.0,119.0,412.0,136.0,8.0,111.0,434.0,41.0,278.0,5.0,4.0,22.0,124.0,4.0,239.0,103.0,66.0,75.0,220.0,122.0,24.0,30.0,31.0,3.0,1.0,5.0,1.0,0.0,2.0,0.0,1.0,667.0,6.67,0.16559086395233366,239.0,2.39,0.05933465739821251,287.0,2.87,0.07125124131082423,825.0,8.25,0.2048162859980139
64,64,Bush - Speech66 - Edited.txt,09/01/1991,1991-01-09,2448265.5,0.2185368877867328,3226.0,705.0,16.465753424657535,158.0,219.0,39.0,126.0,23.0,325.0,23.0,343.0,135.0,8.0,4.0,88.0,286.0,178.0,16.0,67.0,383.0,18.0,249.0,4.0,2.0,18.0,120.0,3.0,210.0,107.0,53.0,72.0,153.0,114.0,15.0,24.0,13.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,547.0,5.47,0.16955982641041537,147.0,1.47,0.045567265964042154,255.0,2.55,0.07904525728456292,709.0,7.09,0.21977681339119653
65,65,Bush - Speech67 - Edited.txt,12/01/1991,1991-01-12,2448268.5,0.2588,2500.0,647.0,22.136,142.0,125.0,31.0,99.0,13.0,275.0,9.0,303.0,121.0,4.0,7.0,67.0,238.0,124.0,13.0,79.0,224.0,15.0,208.0,4.0,0.0,7.0,89.0,4.0,165.0,67.0,34.0,60.0,112.0,72.0,18.0,22.0,10.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,454.0,4.54,0.1816,132.0,1.32,0.0528,212.0,2.12,0.0848,510.0,5.1,0.204
66,66,Bush - Speech68 - Edited.txt,18/01/1991,1991-01-18,2448274.5,0.28540540540540543,1850.0,528.0,19.81553398058253,88.0,103.0,25.0,66.0,2.0,200.0,19.0,215.0,86.0,1.0,4.0,46.0,194.0,73.0,8.0,52.0,169.0,17.0,127.0,7.0,1.0,7.0,71.0,1.0,111.0,27.0,48.0,45.0,107.0,67.0,21.0,19.0,10.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,327.0,3.27,0.17675675675675676,91.0,0.91,0.049189189189189186,135.0,1.35,0.07297297297297298,405.0,4.05,0.21891891891891893
67,67,Bush - Speech69 - Edited.txt,05/02/1991,1991-02-05,2448292.5,0.21954221018951514,4063.0,892.0,20.368181818181817,197.0,220.0,62.0,194.0,30.0,397.0,27.0,420.0,176.0,5.0,0.0,105.0,382.0,151.0,6.0,143.0,419.0,58.0,288.0,6.0,2.0,21.0,160.0,7.0,262.0,75.0,100.0,86.0,233.0,140.0,26.0,45.0,22.0,2.0,3.0,3.0,2.0,0.0,5.0,1.0,0.0,682.0,6.82,0.1678562638444499,181.0,1.81,0.04454836327836574,296.0,2.96,0.07285257199113955,896.0,8.96,0.22052670440561162
68,68,Bush - Speech70 - Edited.txt,01/03/1991,1991-03-01,2448316.5,0.2180611519317374,4219.0,920.0,18.10546875,156.0,256.0,51.0,200.0,19.0,462.0,28.0,472.0,213.0,9.0,0.0,107.0,391.0,172.0,25.0,177.0,411.0,50.0,287.0,3.0,0.0,25.0,151.0,2.0,267.0,85.0,60.0,116.0,248.0,99.0,31.0,21.0,21.0,2.0,10.0,2.0,5.0,0.0,1.0,0.0,0.0,765.0,7.65,0.18132258829106424,222.0,2.22,0.05261910405309315,290.0,2.9,0.0687366674567433,875.0,8.75,0.20739511732638066
69,69,Bush - Speech71 - Edited.txt,13/03/1991,1991-03-13,2448328.5,0.2524271844660194,2987.0,754.0,20.6,148.0,160.0,53.0,116.0,14.0,311.0,13.0,373.0,127.0,4.0,8.0,66.0,299.0,208.0,15.0,101.0,281.0,35.0,186.0,10.0,0.0,9.0,99.0,4.0,160.0,50.0,65.0,77.0,150.0,91.0,22.0,21.0,11.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,623.0,6.23,0.20857047204553064,139.0,1.39,0.04653498493471711,196.0,1.96,0.06561767659859391,593.0,5.93,0.19852695011717442
70,70,Bush - Speech72 - Edited.txt,14/03/1991,1991-03-14,2448329.5,0.2536231884057971,2346.0,595.0,20.00769230769231,123.0,130.0,22.0,100.0,11.0,245.0,16.0,265.0,117.0,3.0,1.0,53.0,249.0,120.0,6.0,73.0,192.0,37.0,159.0,5.0,1.0,8.0,98.0,4.0,159.0,69.0,47.0,41.0,97.0,79.0,11.0,32.0,9.0,1.0,14.0,1.0,3.0,0.0,0.0,0.0,0.0,448.0,4.48,0.19096334185848252,121.0,1.21,0.051577152600170505,165.0,1.65,0.07033248081841433,492.0,4.92,0.20971867007672634
71,71,Bush - Speech73 - Edited.txt,16/03/1991,1991-03-16,2448331.5,0.31045340050377834,1588.0,493.0,22.935064935064936,100.0,77.0,30.0,78.0,4.0,174.0,12.0,181.0,54.0,2.0,0.0,32.0,149.0,112.0,18.0,56.0,136.0,16.0,110.0,0.0,0.0,8.0,61.0,0.0,101.0,34.0,38.0,29.0,85.0,43.0,9.0,9.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,335.0,3.35,0.21095717884130982,56.0,0.56,0.03526448362720403,110.0,1.1,0.06926952141057935,330.0,3.3,0.20780856423173805
72,72,Bush - Speech74 - Edited.txt,23/03/1991,1991-03-23,2448338.5,0.3163064833005894,1527.0,483.0,17.06,79.0,100.0,23.0,62.0,3.0,156.0,7.0,175.0,84.0,6.0,2.0,39.0,131.0,101.0,7.0,52.0,141.0,12.0,113.0,1.0,0.0,9.0,55.0,5.0,99.0,32.0,30.0,29.0,79.0,44.0,7.0,13.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,291.0,2.91,0.1905697445972495,92.0,0.92,0.06024885396201703,114.0,1.14,0.07465618860510806,313.0,3.13,0.20497707924034053
73,73,Bush - Speech75 - Edited.txt,04/04/1991,1991-04-04,2448350.5,0.3682539682539683,945.0,348.0,17.8135593220339,47.0,59.0,11.0,40.0,14.0,104.0,4.0,118.0,58.0,4.0,0.0,23.0,91.0,74.0,9.0,31.0,81.0,7.0,45.0,0.0,1.0,4.0,31.0,6.0,58.0,21.0,10.0,12.0,45.0,23.0,6.0,8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,2.05,0.21693121693121692,62.0,0.62,0.0656084656084656,46.0,0.46,0.04867724867724868,169.0,1.69,0.17883597883597885
74,74,Bush - Speech76 - Edited.txt,06/04/1991,1991-04-06,2448352.5,0.2845894263217098,1778.0,506.0,16.33606557377049,91.0,122.0,17.0,88.0,10.0,194.0,12.0,173.0,86.0,6.0,2.0,41.0,168.0,78.0,7.0,57.0,198.0,25.0,123.0,1.0,0.0,6.0,73.0,0.0,122.0,28.0,33.0,26.0,106.0,65.0,6.0,13.0,12.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,310.0,3.1,0.17435320584926883,94.0,0.94,0.052868391451068614,124.0,1.24,0.06974128233970754,380.0,3.8,0.21372328458942633
75,75,Bush - Speech77 - Edited.txt,07/04/1991,1991-04-07,2448353.5,0.3325358851674641,1254.0,417.0,17.34567901234568,70.0,81.0,13.0,50.0,11.0,140.0,5.0,139.0,53.0,5.0,1.0,26.0,116.0,68.0,11.0,53.0,125.0,22.0,97.0,0.0,0.0,2.0,40.0,3.0,75.0,22.0,31.0,23.0,82.0,21.0,7.0,9.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,248.0,2.48,0.19776714513556617,59.0,0.59,0.04704944178628389,97.0,0.97,0.0773524720893142,254.0,2.54,0.2025518341307815
76,76,Bush - Speech78 - Edited.txt,16/04/1991,1991-04-16,2448362.5,0.22208990771062814,3359.0,746.0,17.97584541062802,152.0,207.0,65.0,154.0,21.0,346.0,25.0,340.0,158.0,7.0,3.0,98.0,273.0,131.0,26.0,153.0,337.0,41.0,240.0,2.0,2.0,21.0,103.0,6.0,226.0,54.0,72.0,90.0,202.0,97.0,21.0,37.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,583.0,5.83,0.173563560583507,168.0,1.68,0.05001488538255433,244.0,2.44,0.07264066686513844,741.0,7.41,0.220601369455195
77,77,Bush - Speech79 - Edited.txt,20/05/1991,1991-05-20,2448396.5,0.494140625,512.0,253.0,15.45945945945946,22.0,37.0,2.0,20.0,4.0,50.0,5.0,60.0,19.0,1.0,0.0,15.0,48.0,37.0,1.0,20.0,52.0,8.0,28.0,0.0,1.0,2.0,21.0,2.0,32.0,23.0,6.0,9.0,24.0,10.0,1.0,6.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,1.06,0.20703125,20.0,0.2,0.0390625,29.0,0.29,0.056640625,104.0,1.04,0.203125
78,78,Bush - Speech80 - Edited.txt,28/05/1991,1991-05-28,2448404.5,0.2441534144059869,3207.0,783.0,17.509708737864074,189.0,206.0,63.0,164.0,32.0,290.0,14.0,333.0,137.0,7.0,6.0,60.0,274.0,133.0,7.0,100.0,391.0,46.0,239.0,1.0,0.0,23.0,99.0,5.0,190.0,102.0,70.0,56.0,209.0,87.0,17.0,29.0,10.0,6.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,514.0,5.14,0.1602743997505457,150.0,1.5,0.04677268475210477,240.0,2.4,0.07483629560336763,714.0,7.14,0.2226379794200187
79,79,Bush - Speech81 - Edited.txt,01/07/1991,1991-07-01,2448438.5,0.19941900205058102,5852.0,1167.0,19.13953488372093,379.0,344.0,25.0,290.0,40.0,556.0,27.0,659.0,303.0,17.0,14.0,134.0,579.0,233.0,10.0,176.0,658.0,78.0,423.0,6.0,2.0,34.0,197.0,16.0,363.0,172.0,104.0,110.0,310.0,184.0,35.0,45.0,25.0,8.0,14.0,8.0,4.0,0.0,0.0,2.0,0.0,998.0,9.98,0.17053998632946002,334.0,3.34,0.05707450444292549,431.0,4.31,0.07365003417634997,1243.0,12.43,0.212406015037594
80,80,Bush - Speech82 - Edited.txt,09/07/1991,1991-07-09,2448446.5,0.3436426116838488,1164.0,400.0,22.614035087719298,68.0,57.0,11.0,52.0,10.0,114.0,2.0,145.0,56.0,3.0,1.0,28.0,116.0,67.0,7.0,45.0,115.0,13.0,62.0,1.0,1.0,5.0,41.0,1.0,65.0,17.0,26.0,23.0,77.0,33.0,8.0,9.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,235.0,2.35,0.20189003436426117,60.0,0.6,0.05154639175257732,64.0,0.64,0.054982817869415807,241.0,2.41,0.20704467353951891
81,81,Bush - Speech83 - Edited.txt,11/07/1991,1991-07-11,2448448.5,0.3672966310599836,1217.0,447.0,17.55128205128205,73.0,78.0,20.0,54.0,16.0,131.0,8.0,137.0,74.0,1.0,1.0,35.0,130.0,79.0,4.0,36.0,120.0,14.0,71.0,1.0,0.0,7.0,30.0,0.0,70.0,18.0,17.0,23.0,61.0,38.0,6.0,7.0,4.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,249.0,2.49,0.20460147904683648,76.0,0.76,0.062448644207066556,72.0,0.72,0.05916187345932621,227.0,2.27,0.1865242399342646
82,82,Bush - Speech84 - Edited.txt,14/07/1991,1991-07-14,2448451.5,0.3441108545034642,1299.0,447.0,21.2089552238806,52.0,67.0,17.0,66.0,15.0,129.0,4.0,139.0,50.0,2.0,1.0,28.0,123.0,74.0,7.0,46.0,122.0,23.0,100.0,1.0,0.0,7.0,55.0,0.0,84.0,29.0,32.0,28.0,68.0,29.0,5.0,5.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,250.0,2.5,0.1924557351809084,53.0,0.53,0.04080061585835258,101.0,1.01,0.07775211701308699,270.0,2.7,0.20785219399538107
83,83,Bush - Speech85 - Edited.txt,17/07/1991,1991-07-17,2448454.5,0.6015936254980079,251.0,151.0,17.4375,12.0,16.0,4.0,10.0,6.0,30.0,1.0,30.0,15.0,0.0,2.0,5.0,21.0,12.0,1.0,10.0,24.0,2.0,7.0,0.0,0.0,3.0,11.0,1.0,14.0,3.0,5.0,4.0,12.0,13.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0.44,0.1752988047808765,17.0,0.17,0.06772908366533864,7.0,0.07,0.027888446215139442,51.0,0.51,0.20318725099601595
84,84,Bush - Speech86 - Edited.txt,17/07/1991,1991-07-17,2448454.5,0.23617834394904455,3925.0,927.0,19.02183406113537,202.0,228.0,60.0,179.0,16.0,346.0,19.0,420.0,218.0,8.0,3.0,73.0,358.0,140.0,15.0,163.0,451.0,47.0,280.0,5.0,4.0,35.0,118.0,6.0,201.0,159.0,78.0,90.0,207.0,129.0,19.0,38.0,28.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,676.0,6.76,0.17222929936305734,229.0,2.29,0.05834394904458599,289.0,2.89,0.07363057324840765,864.0,8.64,0.22012738853503186
85,85,Bush - Speech87 - Edited.txt,18/07/1991,1991-07-18,2448455.5,0.30783132530120483,1660.0,511.0,17.13888888888889,83.0,108.0,21.0,76.0,8.0,181.0,10.0,183.0,90.0,2.0,5.0,39.0,146.0,70.0,9.0,66.0,169.0,21.0,109.0,7.0,0.0,9.0,58.0,3.0,99.0,32.0,32.0,26.0,95.0,59.0,15.0,10.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,2.91,0.1753012048192771,97.0,0.97,0.058433734939759036,116.0,1.16,0.06987951807228916,343.0,3.43,0.20662650602409638
86,86,Bush - Speech88 - Edited.txt,20/07/1991,1991-07-20,2448457.5,0.28402865571007163,2373.0,674.0,18.654929577464788,128.0,142.0,42.0,108.0,20.0,257.0,5.0,257.0,131.0,2.0,4.0,51.0,237.0,124.0,11.0,75.0,237.0,32.0,163.0,3.0,0.0,8.0,81.0,2.0,130.0,59.0,50.0,55.0,113.0,70.0,6.0,20.0,19.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,447.0,4.47,0.18836915297092288,137.0,1.37,0.05773282764433207,166.0,1.66,0.06995364517488412,477.0,4.77,0.20101137800252844
87,87,Bush - Speech89 - Edited.txt,31/07/1991,1991-07-31,2448468.5,0.3901393354769561,933.0,364.0,26.33333333333333,55.0,39.0,21.0,44.0,5.0,103.0,5.0,101.0,55.0,1.0,0.0,19.0,108.0,42.0,5.0,37.0,67.0,12.0,68.0,2.0,1.0,2.0,31.0,0.0,52.0,18.0,15.0,20.0,40.0,35.0,10.0,4.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,192.0,1.92,0.2057877813504823,56.0,0.56,0.06002143622722401,71.0,0.71,0.07609860664523044,180.0,1.8,0.19292604501607716
